tractcode,state,sta,county,countyname,tract,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
53033022001,53,WA,033,King County,022001,"1,446",13,"1,343",1.0%,84,"2,274",3.7%,119,873,13.6%,3.8%,0.0%
53033022003,53,WA,033,King County,022003,"1,915",19,"1,485",1.3%,45,"1,963",2.3%,155,965,16.1%,3.9%,0.0%
53033022005,53,WA,033,King County,022005,"1,979",27,"1,851",1.5%,85,"2,283",3.7%,223,"1,203",18.5%,3.5%,0.0%
53033022006,53,WA,033,King County,022006,"1,628",18,"1,377",1.3%,34,"1,700",2.0%,156,895,17.4%,3.5%,0.0%
53033022101,53,WA,033,King County,022101,"1,761",15,"1,365",1.1%,36,"1,963",1.8%,128,887,14.4%,3.9%,0.0%
53033022102,53,WA,033,King County,022102,"1,965",19,"1,792",1.1%,67,"1,984",3.4%,166,"1,165",14.2%,3.8%,0.0%
53033022201,53,WA,033,King County,022201,"1,698",22,"1,385",1.6%,58,"1,766",3.3%,168,900,18.7%,3.9%,0.0%
53033022202,53,WA,033,King County,022202,"2,834",24,"1,969",1.2%,111,"3,309",3.4%,204,"1,280",15.9%,3.7%,0.0%
53033022203,53,WA,033,King County,022203,"1,662",13,"1,620",0.8%,61,"1,840",3.3%,128,"1,053",12.2%,3.8%,0.0%
53033022300,53,WA,033,King County,022300,972,3,866,0.3%,27,"1,090",2.5%,43,563,7.6%,3.9%,0.0%
53033022400,53,WA,033,King County,022400,"3,345",10,"2,209",0.5%,224,"3,842",5.8%,136,"1,436",9.5%,3.5%,0.0%
53033022500,53,WA,033,King County,022500,"3,243",16,"2,841",0.6%,203,"3,982",5.1%,193,"1,847",10.4%,3.5%,0.0%
53033022603,53,WA,033,King County,022603,"1,884",21,"1,963",1.1%,57,"2,413",2.4%,193,"1,276",15.1%,3.5%,0.0%
53033022604,53,WA,033,King County,022604,"1,525",10,"1,312",0.8%,59,"1,706",3.5%,106,853,12.4%,3.5%,0.0%
53033022605,53,WA,033,King County,022605,"2,231",9,889,1.0%,52,"2,358",2.2%,84,578,14.5%,3.4%,0.0%
53033022606,53,WA,033,King County,022606,"2,445",15,"1,548",1.0%,17,"2,420",0.7%,147,"1,006",14.6%,3.3%,0.0%
53033022701,53,WA,033,King County,022701,"1,496",0,588,0.0%,152,"1,565",9.7%,21,382,5.5%,3.5%,0.0%
53033022702,53,WA,033,King County,022702,"1,191",3,783,0.4%,113,"1,410",8.0%,47,509,9.2%,3.5%,0.0%
53033022703,53,WA,033,King County,022703,779,5,620,0.8%,19,882,2.2%,52,403,12.9%,3.5%,0.0%
53033022801,53,WA,033,King County,022801,"3,742",15,"1,358",1.1%,38,"3,884",1.0%,136,883,15.4%,3.4%,0.0%
53033022802,53,WA,033,King County,022802,"1,868",5,"1,192",0.4%,18,"2,039",0.9%,77,775,9.9%,3.3%,0.0%
53033022803,53,WA,033,King County,022803,"1,738",1,469,0.2%,15,"2,501",0.6%,24,305,7.9%,3.3%,0.0%
53033022901,53,WA,033,King County,022901,"1,025",1,665,0.2%,3,"1,053",0.3%,32,432,7.4%,3.4%,0.0%
53033022902,53,WA,033,King County,022902,"2,504",9,"1,615",0.6%,27,"2,621",1.0%,113,"1,050",10.8%,3.3%,0.0%
53033023000,53,WA,033,King County,023000,"1,868",9,"1,366",0.7%,29,"1,949",1.5%,102,888,11.5%,3.4%,0.0%
53033023100,53,WA,033,King County,023100,"1,427",7,"1,028",0.7%,36,"1,478",2.4%,77,668,11.5%,3.4%,0.0%
53033023201,53,WA,033,King County,023201,"2,460",7,677,1.0%,11,"2,584",0.4%,66,440,15.0%,3.4%,0.0%
53033023202,53,WA,033,King County,023202,"1,809",6,523,1.1%,15,"1,699",0.9%,55,340,16.2%,3.4%,0.0%
53033023300,53,WA,033,King County,023300,"2,199",9,"1,460",0.6%,22,"2,262",1.0%,109,949,11.5%,3.4%,0.0%
53033023401,53,WA,033,King County,023401,"1,488",6,863,0.7%,18,"1,579",1.1%,67,561,11.9%,3.4%,0.0%
53033023402,53,WA,033,King County,023402,"2,739",14,"1,997",0.7%,26,"2,855",0.9%,148,"1,298",11.4%,3.7%,0.0%
53033023500,53,WA,033,King County,023500,"1,474",3,845,0.4%,28,"1,562",1.8%,47,549,8.6%,3.4%,0.0%
53033023601,53,WA,033,King County,023601,"1,594",5,852,0.6%,57,"1,880",3.0%,62,554,11.2%,3.4%,0.0%
53033023603,53,WA,033,King County,023603,"2,433",5,563,0.9%,37,"2,656",1.4%,49,366,13.4%,3.4%,0.0%
53033023604,53,WA,033,King County,023604,"2,503",7,968,0.7%,53,"2,617",2.0%,79,629,12.6%,3.4%,0.0%
53033023700,53,WA,033,King County,023700,"1,734",4,968,0.4%,41,"1,753",2.3%,60,629,9.5%,3.4%,0.0%
53033023801,53,WA,033,King County,023801,"1,282",3,655,0.5%,28,"1,231",2.3%,42,426,9.9%,3.4%,0.0%
53033023802,53,WA,033,King County,023802,"1,516",1,860,0.1%,167,"3,649",4.6%,39,559,7.0%,3.4%,0.0%
53033023900,53,WA,033,King County,023900,"2,805",4,"1,485",0.3%,109,"2,900",3.8%,77,965,8.0%,3.4%,0.0%
53033024000,53,WA,033,King County,024000,"3,304",14,"2,009",0.7%,219,"3,565",6.1%,156,"1,306",11.9%,3.4%,0.0%
53033024100,53,WA,033,King County,024100,"1,606",2,"1,103",0.2%,71,"1,638",4.3%,46,717,6.4%,3.9%,0.0%
53033024200,53,WA,033,King County,024200,"1,095",0,694,0.0%,49,"1,083",4.5%,18,451,4.0%,3.9%,0.0%
53033024300,53,WA,033,King County,024300,"2,806",5,"1,541",0.3%,197,"3,583",5.5%,77,"1,002",7.7%,3.9%,0.0%
53033024400,53,WA,033,King County,024400,"1,120",1,345,0.3%,74,"1,400",5.3%,14,224,6.3%,3.9%,0.0%
53033024500,53,WA,033,King County,024500,"1,734",0,"1,037",0.0%,57,"1,798",3.2%,30,674,4.5%,3.9%,0.0%
53033024601,53,WA,033,King County,024601,"1,558",0,920,0.0%,37,"1,647",2.2%,24,598,4.0%,3.9%,0.0%
53033024602,53,WA,033,King County,024602,"1,216",0,768,0.0%,15,"1,290",1.2%,18,499,3.6%,3.9%,0.0%
53033024701,53,WA,033,King County,024701,"1,490",7,851,0.8%,35,"1,445",2.4%,70,553,12.7%,3.4%,0.0%
53033024702,53,WA,033,King County,024702,"2,360",13,"2,086",0.6%,57,"2,812",2.0%,143,"1,356",10.5%,3.7%,0.0%
53033024800,53,WA,033,King County,024800,"2,202",12,"1,494",0.8%,81,"2,416",3.4%,121,971,12.5%,3.7%,0.0%
53033024901,53,WA,033,King County,024901,"1,780",0,"1,028",0.0%,19,"1,812",1.0%,34,668,5.1%,3.4%,0.0%
53033024902,53,WA,033,King County,024902,"1,312",1,809,0.1%,19,"1,371",1.4%,34,526,6.5%,3.6%,0.0%
53033024903,53,WA,033,King County,024903,"2,163",0,"1,629",0.0%,18,"2,518",0.7%,44,"1,059",4.2%,3.4%,0.0%
53033025001,53,WA,033,King County,025001,"1,757",6,"1,071",0.6%,22,"1,800",1.2%,68,696,9.8%,3.7%,0.0%
53033025003,53,WA,033,King County,025003,"2,423",1,"1,754",0.1%,17,"2,629",0.6%,65,"1,140",5.7%,3.6%,0.0%
53033025004,53,WA,033,King County,025004,"1,710",11,"3,151",0.3%,67,"3,687",1.8%,160,"2,048",7.8%,3.8%,0.0%
53033025101,53,WA,033,King County,025101,"1,930",19,"1,325",1.4%,19,"2,298",0.8%,144,861,16.7%,4.1%,0.0%
53033025102,53,WA,033,King County,025102,"1,753",23,"2,094",1.1%,21,"2,231",0.9%,193,"1,361",14.2%,4.0%,0.0%
53033025200,53,WA,033,King County,025200,"2,614",47,"2,677",1.8%,65,"3,071",2.1%,347,"1,740",19.9%,4.1%,0.0%
53033025300,53,WA,033,King County,025300,"3,526",22,"1,521",1.4%,261,"5,107",5.1%,172,989,17.4%,4.1%,0.0%
53033025400,53,WA,033,King County,025400,"2,828",39,"1,638",2.4%,66,"3,063",2.2%,273,"1,065",25.6%,4.1%,0.0%
53033025500,53,WA,033,King County,025500,"1,893",30,"1,226",2.4%,37,"2,056",1.8%,207,797,26.0%,4.1%,0.0%
53033025600,53,WA,033,King County,025600,"2,521",30,"2,540",1.2%,50,"3,837",1.3%,248,"1,651",15.0%,4.0%,0.0%
53033025701,53,WA,033,King County,025701,"2,491",20,"1,141",1.8%,56,"2,839",2.0%,149,742,20.1%,4.1%,0.0%
53033025702,53,WA,033,King County,025702,"1,223",23,"1,138",2.0%,16,"1,384",1.2%,167,740,22.6%,4.0%,0.0%
53033025801,53,WA,033,King County,025801,"3,223",65,"2,554",2.5%,49,"3,824",1.3%,450,"1,660",27.1%,4.0%,0.0%
53033025803,53,WA,033,King County,025803,"1,623",31,941,3.3%,21,"1,890",1.1%,210,612,34.3%,3.9%,0.0%
53033025804,53,WA,033,King County,025804,"1,300",30,"1,165",2.6%,19,"1,284",1.5%,211,757,27.9%,3.9%,0.0%
53033026001,53,WA,033,King County,026001,"1,964",36,"1,585",2.3%,82,"2,079",3.9%,258,"1,030",25.0%,3.9%,0.0%
53033026002,53,WA,033,King County,026002,"2,358",40,"1,483",2.7%,90,"2,313",3.9%,277,964,28.7%,4.0%,0.0%
53033026100,53,WA,033,King County,026100,"2,383",50,"1,503",3.3%,131,"3,057",4.3%,337,977,34.5%,3.9%,0.0%
53033026200,53,WA,033,King County,026200,"2,422",29,"1,081",2.7%,63,"2,534",2.5%,199,703,28.3%,3.9%,0.0%
53033026300,53,WA,033,King County,026300,515,14,429,3.3%,53,608,8.7%,92,279,33.0%,3.9%,0.0%
53033026400,53,WA,033,King County,026400,"2,358",25,934,2.7%,74,"2,416",3.1%,173,607,28.5%,3.9%,0.0%
53033026500,53,WA,033,King County,026500,857,4,183,2.2%,7,464,1.5%,31,119,26.1%,3.9%,0.0%
53033026600,53,WA,033,King County,026600,754,15,698,2.1%,19,879,2.2%,107,454,23.6%,3.9%,0.0%
53033026700,53,WA,033,King County,026700,"2,085",18,"1,241",1.5%,32,"2,148",1.5%,140,807,17.3%,4.0%,0.0%
53033026801,53,WA,033,King County,026801,"1,971",23,940,2.4%,21,"2,118",1.0%,161,611,26.4%,3.9%,0.0%
53033026802,53,WA,033,King County,026802,"1,745",17,797,2.1%,33,"1,925",1.7%,120,518,23.2%,3.9%,0.0%
53033026900,53,WA,033,King County,026900,537,15,503,3.0%,22,580,3.8%,105,327,32.1%,3.9%,0.0%
53033027000,53,WA,033,King County,027000,"1,128",21,881,2.4%,23,"1,187",1.9%,149,573,26.0%,3.9%,0.0%
53033027100,53,WA,033,King County,027100,"1,268",17,634,2.7%,21,"1,368",1.5%,121,412,29.4%,3.9%,0.0%
53033027200,53,WA,033,King County,027200,817,17,560,3.0%,39,937,4.2%,116,364,31.9%,3.9%,0.0%
53033027300,53,WA,033,King County,027300,"1,959",46,"1,291",3.6%,53,"1,994",2.7%,304,839,36.2%,4.2%,0.0%
53033027400,53,WA,033,King County,027400,"1,792",48,"1,537",3.1%,35,"1,889",1.9%,322,999,32.2%,4.1%,0.0%
53033027500,53,WA,033,King County,027500,"1,784",31,"1,123",2.8%,32,"1,859",1.7%,209,730,28.6%,4.1%,0.0%
53033027600,53,WA,033,King County,027600,"1,672",6,648,0.9%,50,"1,755",2.8%,53,421,12.6%,4.2%,0.0%
53033027701,53,WA,033,King County,027701,"2,193",8,"1,125",0.7%,0,"2,116",0.0%,79,731,10.8%,3.9%,0.0%
53033027702,53,WA,033,King County,027702,"2,003",6,"1,114",0.5%,0,"1,917",0.0%,70,724,9.7%,3.9%,0.0%
53033027800,53,WA,033,King County,027800,"1,451",4,726,0.6%,32,"1,490",2.1%,42,472,8.9%,4.1%,0.0%
53033027900,53,WA,033,King County,027900,"3,011",15,"1,155",1.3%,74,"3,121",2.4%,114,751,15.2%,4.2%,0.0%
53033028000,53,WA,033,King County,028000,"1,582",6,222,2.7%,269,"1,839",14.6%,43,144,29.9%,4.2%,0.0%
53033028100,53,WA,033,King County,028100,769,15,394,3.8%,18,832,2.2%,94,256,36.7%,4.5%,0.0%
53033028200,53,WA,033,King County,028200,"1,791",18,683,2.6%,64,"1,828",3.5%,127,444,28.6%,3.9%,0.0%
53033028300,53,WA,033,King County,028300,"1,189",22,"1,023",2.2%,37,"1,401",2.6%,152,665,22.9%,4.3%,0.0%
53033028402,53,WA,033,King County,028402,"1,794",25,918,2.7%,39,"1,800",2.2%,165,597,27.6%,4.5%,0.0%
53033028403,53,WA,033,King County,028403,"2,269",24,760,3.2%,36,"2,424",1.5%,152,494,30.8%,4.5%,0.0%
53033028500,53,WA,033,King County,028500,"1,567",19,866,2.2%,21,"1,633",1.3%,134,563,23.8%,4.2%,0.0%
53033028600,53,WA,033,King County,028600,"2,557",5,"1,261",0.4%,64,"2,722",2.4%,64,820,7.8%,3.9%,0.0%
53033028700,53,WA,033,King County,028700,"1,905",35,"1,615",2.2%,47,"1,927",2.4%,231,"1,050",22.0%,4.6%,0.0%
53033028801,53,WA,033,King County,028801,"1,027",22,580,3.8%,28,833,3.4%,142,377,37.7%,4.6%,0.0%
53033028802,53,WA,033,King County,028802,"2,388",17,641,2.7%,83,"2,461",3.4%,112,417,26.9%,4.5%,0.0%
53033028901,53,WA,033,King County,028901,"1,486",18,874,2.1%,46,"1,510",3.0%,120,568,21.1%,4.6%,0.0%
53033028902,53,WA,033,King County,028902,"2,537",30,885,3.4%,80,"2,589",3.1%,191,575,33.2%,4.6%,0.0%
53033029001,53,WA,033,King County,029001,"1,758",22,"1,105",2.0%,65,"1,812",3.6%,151,718,21.0%,4.6%,0.0%
53033029003,53,WA,033,King County,029003,"2,030",45,"1,288",3.5%,22,"2,186",1.0%,288,837,34.4%,4.6%,0.0%
53033029004,53,WA,033,King County,029004,"1,396",19,446,4.3%,70,"1,421",4.9%,119,290,41.0%,4.3%,0.0%
53033029100,53,WA,033,King County,029100,"1,879",37,"1,600",2.3%,31,"2,893",1.1%,252,"1,040",24.2%,4.3%,0.0%
53033029201,53,WA,033,King County,029201,"4,140",50,"2,254",2.2%,69,"5,206",1.3%,345,"1,465",23.5%,4.3%,0.0%
53033029203,53,WA,033,King County,029203,"1,110",15,415,3.6%,50,"1,261",4.0%,96,270,35.6%,4.3%,0.0%
53033029204,53,WA,033,King County,029204,"2,097",21,"1,115",1.9%,13,"2,970",0.4%,152,725,21.0%,4.2%,0.0%
53033029303,53,WA,033,King County,029303,"2,124",31,"1,737",1.8%,53,"2,998",1.8%,229,"1,129",20.3%,3.9%,0.0%
53033029304,53,WA,033,King County,029304,"1,641",20,"1,265",1.6%,47,"1,731",2.7%,153,822,18.6%,3.9%,0.0%
53033029305,53,WA,033,King County,029305,"1,224",17,949,1.8%,27,"1,360",2.0%,125,617,20.3%,4.0%,0.0%
53033029306,53,WA,033,King County,029306,"1,043",15,892,1.7%,53,"1,267",4.2%,114,580,19.7%,3.9%,0.0%
53033029307,53,WA,033,King County,029307,"1,275",22,"1,174",1.9%,10,"1,326",0.8%,162,763,21.2%,3.9%,0.0%
53033029403,53,WA,033,King County,029403,"1,880",27,"1,320",2.0%,23,"1,977",1.2%,197,858,23.0%,3.9%,0.0%
53033029405,53,WA,033,King County,029405,"1,700",39,"1,821",2.1%,26,"1,955",1.3%,280,"1,184",23.6%,3.9%,0.0%
53033029406,53,WA,033,King County,029406,"1,279",22,"1,185",1.9%,17,"1,474",1.2%,161,770,20.9%,4.0%,0.0%
53033029407,53,WA,033,King County,029407,"1,604",24,826,2.9%,20,"1,785",1.1%,165,537,30.7%,4.1%,0.0%
53033029408,53,WA,033,King County,029408,"1,561",28,835,3.4%,38,"2,041",1.9%,183,543,33.7%,4.1%,0.0%
53033029502,53,WA,033,King County,029502,"1,747",48,"1,966",2.4%,13,"1,997",0.7%,325,"1,278",25.4%,4.3%,0.0%
53033029503,53,WA,033,King County,029503,"2,916",27,985,2.7%,65,"3,927",1.7%,183,640,28.6%,4.3%,0.0%
53033029504,53,WA,033,King County,029504,"1,884",23,718,3.2%,54,"2,553",2.1%,154,467,33.0%,4.3%,0.0%
53033029601,53,WA,033,King County,029601,"2,109",61,"2,108",2.9%,54,"2,487",2.2%,408,"1,370",29.8%,4.3%,0.0%
53033029602,53,WA,033,King County,029602,973,25,"1,537",1.6%,31,"1,574",2.0%,192,999,19.2%,4.0%,0.0%
53033029700,53,WA,033,King County,029700,"2,652",32,"1,197",2.7%,55,"3,287",1.7%,214,778,27.5%,4.3%,0.0%
53033029801,53,WA,033,King County,029801,"2,959",31,"1,358",2.3%,19,"2,567",0.7%,213,883,24.1%,4.2%,0.0%
53033029802,53,WA,033,King County,029802,"2,338",71,"2,760",2.6%,73,"3,064",2.4%,494,"1,794",27.5%,3.9%,0.0%
53033029901,53,WA,033,King County,029901,"1,485",40,"1,503",2.7%,21,"1,592",1.3%,277,977,28.4%,3.9%,0.0%
53033029902,53,WA,033,King County,029902,"1,285",29,"1,468",2.0%,38,"1,564",2.4%,207,954,21.7%,4.1%,0.0%
53033030002,53,WA,033,King County,030002,"3,434",51,"1,468",3.5%,120,"3,598",3.3%,338,954,35.4%,4.1%,0.0%
53033030003,53,WA,033,King County,030003,"2,208",37,"1,489",2.5%,72,"2,408",3.0%,248,968,25.6%,4.4%,0.0%
53033030004,53,WA,033,King County,030004,"2,982",25,966,2.6%,91,"3,233",2.8%,171,628,27.2%,4.1%,0.0%
53033030100,53,WA,033,King County,030100,"2,806",27,"1,697",1.6%,98,"3,012",3.3%,200,"1,103",18.1%,4.1%,0.0%
53033030201,53,WA,033,King County,030201,"1,926",54,"1,435",3.8%,58,"2,051",2.8%,355,933,38.0%,4.1%,0.0%
53033030202,53,WA,033,King County,030202,"2,367",57,"1,638",3.5%,74,"2,419",3.1%,377,"1,065",35.4%,4.1%,0.0%
53033030303,53,WA,033,King County,030303,"3,262",56,"1,581",3.5%,168,"3,701",4.5%,367,"1,028",35.7%,4.1%,0.0%
53033030304,53,WA,033,King County,030304,839,18,814,2.2%,31,"1,015",3.1%,126,529,23.8%,4.1%,0.0%
53033030305,53,WA,033,King County,030305,"1,892",36,"1,538",2.3%,50,"2,119",2.4%,249,"1,000",24.9%,4.1%,0.0%
53033030306,53,WA,033,King County,030306,"1,912",44,"1,705",2.6%,57,"2,008",2.8%,304,"1,108",27.4%,4.1%,0.0%
53033030308,53,WA,033,King County,030308,"2,305",26,"1,149",2.3%,56,"2,403",2.3%,184,747,24.6%,4.1%,0.0%
53033030309,53,WA,033,King County,030309,"2,417",28,"1,025",2.7%,55,"2,496",2.2%,193,666,29.0%,4.1%,0.0%
53033030310,53,WA,033,King County,030310,"1,721",35,"1,449",2.4%,28,"1,925",1.5%,244,942,25.9%,4.1%,0.0%
53033030311,53,WA,033,King County,030311,"1,677",62,"1,694",3.7%,42,"1,723",2.4%,405,"1,101",36.8%,4.1%,0.0%
53033030312,53,WA,033,King County,030312,"1,814",34,"1,178",2.9%,42,"1,784",2.4%,230,766,30.0%,4.1%,0.0%
53033030401,53,WA,033,King County,030401,"2,076",32,"1,700",1.9%,29,"2,879",1.0%,234,"1,105",21.2%,3.9%,0.0%
53033030403,53,WA,033,King County,030403,"1,549",34,"1,503",2.3%,16,"1,653",1.0%,246,977,25.2%,3.9%,0.0%
53033030404,53,WA,033,King County,030404,"1,195",23,"1,145",2.0%,5,"1,401",0.4%,171,744,23.0%,3.9%,0.0%
53033030501,53,WA,033,King County,030501,"1,065",8,198,4.0%,31,928,3.3%,50,129,38.8%,4.7%,0.0%
53033030503,53,WA,033,King County,030503,"1,640",17,472,3.6%,129,"1,799",7.2%,105,307,34.2%,4.7%,0.0%
53033030504,53,WA,033,King County,030504,"1,991",27,863,3.1%,63,"2,035",3.1%,172,561,30.7%,4.7%,0.0%
53033030600,53,WA,033,King County,030600,"2,059",37,"1,165",3.2%,83,"2,217",3.7%,237,757,31.3%,4.7%,0.0%
53033030700,53,WA,033,King County,030700,"1,566",31,854,3.6%,89,"1,670",5.3%,196,555,35.3%,4.7%,0.0%
53033030801,53,WA,033,King County,030801,"2,235",8,232,3.4%,140,"2,351",6.0%,48,151,31.8%,4.7%,0.0%
53033030802,53,WA,033,King County,030802,"1,378",31,877,3.5%,21,"1,518",1.4%,194,570,34.0%,4.7%,0.0%
53033030901,53,WA,033,King County,030901,991,39,"1,071",3.6%,33,"1,178",2.8%,257,696,36.9%,3.9%,0.0%
53033030902,53,WA,033,King County,030902,"1,707",44,"1,312",3.4%,71,"1,999",3.6%,298,853,34.9%,3.9%,0.0%
53033031000,53,WA,033,King County,031000,"1,017",27,"1,477",1.8%,24,"1,578",1.5%,183,960,19.1%,4.7%,0.0%
53033031100,53,WA,033,King County,031100,"2,632",40,"1,263",3.2%,42,"2,693",1.6%,255,821,31.1%,4.7%,0.0%
53033031202,53,WA,033,King County,031202,"2,021",23,"1,472",1.6%,15,"2,253",0.7%,174,957,18.2%,4.0%,0.0%
53033031204,53,WA,033,King County,031204,"1,966",41,"2,298",1.8%,7,"2,295",0.3%,308,"1,494",20.6%,3.9%,0.0%
53033031205,53,WA,033,King County,031205,"1,309",36,"1,864",1.9%,30,"2,040",1.5%,261,"1,212",21.5%,4.1%,0.0%
53033031206,53,WA,033,King County,031206,"1,491",32,969,3.3%,24,"1,569",1.5%,215,630,34.1%,3.9%,0.0%
53033031301,53,WA,033,King County,031301,894,10,585,1.7%,0,913,0.0%,75,380,19.7%,3.9%,0.0%
53033031302,53,WA,033,King County,031302,"1,697",22,"1,091",2.0%,15,"1,805",0.8%,161,709,22.7%,3.9%,0.0%
53033031400,53,WA,033,King County,031400,"2,373",36,"1,625",2.2%,67,"2,411",2.8%,261,"1,056",24.7%,3.9%,0.0%
53033031501,53,WA,033,King County,031501,"1,170",12,771,1.6%,0,"1,142",0.0%,92,501,18.4%,3.9%,0.0%
53033031502,53,WA,033,King County,031502,"1,485",12,897,1.3%,0,"1,543",0.0%,96,583,16.5%,3.9%,0.0%
53033031601,53,WA,033,King County,031601,"1,456",15,"1,260",1.2%,0,"1,765",0.0%,125,819,15.3%,3.9%,0.0%
53033031602,53,WA,033,King County,031602,"1,870",56,"3,237",1.7%,0,"2,794",0.0%,421,"2,104",20.0%,3.9%,0.0%
53033031603,53,WA,033,King County,031603,"1,205",26,"1,551",1.7%,0,"1,707",0.0%,197,"1,008",19.5%,3.9%,0.0%
53033031702,53,WA,033,King County,031702,"2,027",76,"3,783",2.0%,36,"3,299",1.1%,558,"2,459",22.7%,3.9%,0.0%
53033031703,53,WA,033,King County,031703,"2,454",36,"1,725",2.1%,43,"2,705",1.6%,251,"1,121",22.4%,4.3%,0.0%
53033031704,53,WA,033,King County,031704,"1,361",29,"1,580",1.8%,31,"1,759",1.8%,208,"1,027",20.3%,4.2%,0.0%
53033031800,53,WA,033,King County,031800,"1,384",13,"1,220",1.1%,18,"1,661",1.1%,110,793,13.9%,4.0%,0.0%
53033031903,53,WA,033,King County,031903,"2,171",27,"1,748",1.5%,32,"2,341",1.4%,207,"1,136",18.2%,3.9%,0.0%
53033031904,53,WA,033,King County,031904,"1,180",8,949,0.8%,34,"1,305",2.6%,72,617,11.7%,3.9%,0.0%
53033031906,53,WA,033,King County,031906,924,8,960,0.8%,36,"1,301",2.8%,75,624,12.0%,3.9%,0.0%
53033031907,53,WA,033,King County,031907,"2,026",27,"2,408",1.1%,26,"2,624",1.0%,226,"1,565",14.4%,3.9%,0.0%
53033031908,53,WA,033,King County,031908,"1,849",30,"1,480",2.0%,39,"2,162",1.8%,217,962,22.6%,3.9%,0.0%
53033031909,53,WA,033,King County,031909,955,12,777,1.5%,17,"1,134",1.5%,94,505,18.6%,3.9%,0.0%
53033032002,53,WA,033,King County,032002,"1,155",6,648,0.9%,0,"1,025",0.0%,52,421,12.4%,3.9%,0.0%
53033032003,53,WA,033,King County,032003,"1,562",18,"1,597",1.1%,0,"1,618",0.0%,152,"1,038",14.6%,3.9%,0.0%
53033032005,53,WA,033,King County,032005,"2,249",77,"2,641",2.9%,6,"2,200",0.3%,527,"1,717",30.7%,3.9%,0.0%
53033032006,53,WA,033,King County,032006,"1,341",15,"1,045",1.4%,0,"1,425",0.0%,121,679,17.8%,3.9%,0.0%
53033032007,53,WA,033,King County,032007,"1,153",10,995,1.0%,0,"1,241",0.0%,90,647,13.9%,3.9%,0.0%
53033032008,53,WA,033,King County,032008,"1,361",40,"1,608",2.5%,0,"1,444",0.0%,283,"1,045",27.1%,3.9%,0.0%
53033032009,53,WA,033,King County,032009,"1,911",47,"3,897",1.2%,0,"2,977",0.0%,391,"2,533",15.4%,3.9%,0.0%
53033032102,53,WA,033,King County,032102,"1,666",7,"1,168",0.6%,2,"1,778",0.1%,77,759,10.1%,3.9%,0.0%
53033032103,53,WA,033,King County,032103,"2,039",12,"1,323",0.9%,76,"2,174",3.5%,109,860,12.7%,3.9%,0.0%
53033032104,53,WA,033,King County,032104,"2,404",12,"1,577",0.8%,26,"2,479",1.0%,117,"1,025",11.4%,3.9%,0.0%
53033032203,53,WA,033,King County,032203,"1,838",11,"2,052",0.5%,27,"2,437",1.1%,147,"1,334",11.0%,3.2%,0.0%
53033032207,53,WA,033,King County,032207,936,2,"1,034",0.2%,0,"1,117",0.0%,56,672,8.3%,3.2%,0.0%
53033032208,53,WA,033,King County,032208,"1,898",9,"2,203",0.4%,0,"3,858",0.0%,127,"1,432",8.9%,3.7%,0.0%
53033032209,53,WA,033,King County,032209,"2,452",7,"4,943",0.1%,5,"4,583",0.1%,239,"3,213",7.4%,3.3%,0.0%
53033032210,53,WA,033,King County,032210,712,19,"3,332",0.6%,0,"3,039",0.0%,207,"2,166",9.6%,3.9%,0.0%
53033032211,53,WA,033,King County,032211,"1,649",3,"1,924",0.2%,0,"1,935",0.0%,84,"1,251",6.7%,3.6%,0.0%
53033032212,53,WA,033,King County,032212,"2,750",13,"2,657",0.5%,0,"2,871",0.0%,154,"1,727",8.9%,3.9%,0.0%
53033032307,53,WA,033,King County,032307,"2,159",11,"1,828",0.6%,0,"2,214",0.0%,119,"1,188",10.0%,3.9%,0.0%
53033032309,53,WA,033,King County,032309,"1,730",0,854,0.0%,12,"2,239",0.5%,28,555,5.0%,3.3%,0.0%
53033032311,53,WA,033,King County,032311,"1,935",9,"1,591",0.6%,0,"1,998",0.0%,98,"1,034",9.5%,3.9%,0.0%
53033032312,53,WA,033,King County,032312,"1,632",1,"2,118",0.0%,22,"2,859",0.8%,68,"1,377",4.9%,3.9%,0.0%
53033032313,53,WA,033,King County,032313,"1,727",2,865,0.2%,26,"2,612",1.0%,42,562,7.5%,3.4%,0.0%
53033032314,53,WA,033,King County,032314,"1,413",8,"2,595",0.3%,34,"3,063",1.1%,122,"1,687",7.2%,3.9%,0.0%
53033032315,53,WA,033,King County,032315,"1,705",10,"1,883",0.5%,35,"2,103",1.7%,115,"1,224",9.4%,3.9%,0.0%
53033032316,53,WA,033,King County,032316,"1,424",5,"1,631",0.3%,38,"1,911",2.0%,96,"1,060",9.1%,3.2%,0.0%
53033032317,53,WA,033,King County,032317,"2,109",5,"1,978",0.3%,8,"2,146",0.4%,113,"1,286",8.8%,3.2%,0.0%
53033032318,53,WA,033,King County,032318,"1,492",1,"1,489",0.1%,7,"1,768",0.4%,69,968,7.1%,3.2%,0.0%
53033032319,53,WA,033,King County,032319,"1,927",11,"1,183",0.9%,0,"2,270",0.0%,101,769,13.1%,3.9%,0.0%
